id,employee_id,file_name,is_data_correct,is_data_entered,passport_expiry_date,visa_expiry_date,user_id,created_at,updated_at,deleted_at,is_passport,is_visa,is_photo,is_no_file_uploaded,issue,verify_count,re_entry,verifier1_id,verifier2_id,verifier1,verifier2,is_issue
119,10172,10172-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
120,10172,10172-R.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
121,10175,10175-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
122,10179,10179-1.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
123,10179,10179-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
124,10179,10179-23.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
125,10179,10179-R.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
126,10179,10179-VISA.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
127,10179,10179-cn.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
128,10186,10186 VISA 24.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
129,10186,10186-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
130,10186,10186-R-24.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
131,10186,10186-R.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
132,10188,10188-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
133,10188,10188-R.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
134,10189,10189-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
135,10189,10189-21.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
136,10189,10189-23.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
